Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2024/12/29,to-read,to-read (#131),to-read,,,,0,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.67,Tor Books,Hardcover,1007,2010,2010,,2018/07/08,currently-reading,currently-reading (#2),currently-reading,,,,1,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk, William Hootkins, Rockwell Kent, Anton Lomaev","=""0142437247""","=""9780142437247""",0,3.55,Penguin Classics ,Paperback,720,2003,1851,,2021/08/21,currently-reading,currently-reading (#1),currently-reading,,,,1,0
139399948,"The Running Grave (Cormoran Strike, #7)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""0316572101""","=""9780316572101""",5,4.60,Mulholland Books,Hardcover,960,2023,2023,2024/12/20,2023/12/13,,,read,,,,1,0
19411657,Catherine de Medici: Now the major TV series THE SERPENT QUEEN,Leonie Frieda,"Frieda, Leonie",,"=""1780222602""","=""9781780222608""",0,3.97,Weidenfeld & Nicolson,Kindle Edition,746,2011,2003,,2024/12/14,to-read,to-read (#130),to-read,,,,0,0
210081845,"The Hallmarked Man (Cormoran Strike, #8)",Robert Galbraith,"Galbraith, Robert",,"=""""","=""""",0,4.41,"Little, Brown & Company",Audiobook,32,2025,,,2024/12/10,to-read,to-read (#129),to-read,,,,0,0
195820745,"Wisteria (Belladonna, #3)",Adalyn  Grace,"Grace, Adalyn",,"=""0316569380""","=""9780316569385""",3,4.28,"Little, Brown and Company",Hardcover,419,2024,2024,2024/12/06,2024/12/02,,,read,,,,1,0
58651856,"Foxglove (Belladonna, #2)",Adalyn  Grace,"Grace, Adalyn",,"=""0316565253""","=""9780316565257""",3,4.14,"Little, Brown and Company",Hardcover,465,2023,2023,2024/12/02,2024/11/13,,,read,,,,1,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",0,4.18,W. W. Norton & Company,Paperback,224,2018,1996,,2024/11/29,to-read,to-read (#128),to-read,,,,0,0
59227936,"Belladonna (Belladonna, #1)",Adalyn  Grace,"Grace, Adalyn",,"=""0316158232""","=""9780316158237""",3,3.98,"Little, Brown and Company",Hardcover,409,2022,2022,2024/11/13,2024/10/26,,,read,,,,1,0
212622,"Sparkling Cyanide  (Colonel Race, #4)",Agatha Christie,"Christie, Agatha",,"=""0007136854""","=""9780007136858""",0,3.92,HarperCollins,Paperback,336,2002,1945,,2024/11/05,to-read,to-read (#127),to-read,,,,0,0
11289,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""0553572989""","=""9780553572988""",5,4.17,Spectra,Mass Market Paperback,709,1998,1997,2024/10/26,2024/07/29,,,read,,,,1,0
7332,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith","=""0618391118""","=""9780618391110""",4,4.02,Houghton Mifflin Company,Hardcover,386,2004,1977,,2018/07/08,,,read,,,,2,0
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,"Quinn, Julia",,"=""0380800829""","=""9780380800827""",0,3.79,Avon Books,Mass Market Paperback,384,2006,2000,,2024/10/26,to-read,to-read (#126),to-read,,,,0,0
278040,A Stitch in Time,Andrew Jordt Robinson,"Robinson, Andrew Jordt",,"=""0671038850""","=""9780671038854""",4,4.37,Pocket Books,Mass Market Paperback,396,2000,2000,,2024/04/29,,,read,,,,1,0
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",4,4.24,Spectra,Mass Market Paperback,517,1995,1990,2024/09/18,2024/07/29,,,read,,,,1,0
3977,"Endymion (Hyperion Cantos, #3)",Dan Simmons,"Simmons, Dan",Gary Ruddell,"=""0553572946""","=""9780553572940""",5,4.19,Bantam Spectra,Mass Market Paperback,563,1996,1996,,2024/07/29,,,read,,,,1,0
41051439,Three Body Problem Collection,Liu Cixin,"Cixin, Liu",,"=""9123655399""","=""9789123655397""",0,4.66,Head of Zeus Ltd.,Paperback,434,2021,,,2024/09/13,to-read,to-read (#125),to-read,,,,0,0
35606041,"A Little Hatred (The Age of Madness, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""031618716X""","=""9780316187169""",0,4.45,Orbit,Hardcover,480,2019,2019,,2024/08/21,to-read,to-read (#124),to-read,,,,0,0
59986018,"The Book of Azrael (Gods and Monsters, #1)",Amber V. Nicole,"Nicole, Amber V.",,"=""""","=""""",0,4.13,Rose and Star Publishing,Kindle Edition,572,2022,2022,,2024/07/29,to-read,to-read (#123),to-read,,,,0,0
21416690,"The Invisible Library (The Invisible Library, #1)",Genevieve Cogman,"Cogman, Genevieve",,"=""1447256239""","=""9781447256236""",0,3.74,Tor UK,Paperback,329,2015,2014,,2024/07/29,to-read,to-read (#122),to-read,,,,0,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",0,4.58,Entangled: Red Tower Books,Hardcover,517,2023,2023,,2024/07/29,to-read,to-read (#121),to-read,,,,0,0
50336781,"Flames of Chaos (Legacy of the Nine Realms, #1)",Amelia Hutchins,"Hutchins, Amelia",,"=""""","=""""",0,3.76,Amazon Digital Services,ebook,563,2020,2020,,2024/07/29,to-read,to-read (#120),to-read,,,,0,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",0,4.18,Bloomsbury Publishing,Paperback,419,2020,2015,,2024/07/29,to-read,to-read (#119),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",3,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2024/07/29,2018/07/27,,,read,,,,1,0
210822100,Views,Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3843732280""","=""9783843732284""",0,4.07,Ullstein eBooks,Kindle Edition,273,2024,2024,,2024/07/29,to-read,to-read (#118),to-read,,,,0,0
40961621,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,"Hochschild, Adam",,"=""""","=""""",0,4.18,Mariner Books,Kindle Edition,442,1999,1998,,2024/06/26,to-read,to-read (#117),to-read,,,,0,0
357,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,"Adams, Douglas",,"=""0671742515""","=""9780671742515""",4,4.04,Pocket Books,Mass Market Paperback,307,1991,1988,2024/05/16,2024/05/06,,,read,,,,1,0
365,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,3.97,Pocket Books,Mass Market Paperback,306,2002,1987,2024/05/06,2024/04/29,,,read,,,,1,0
28439513,A Night Without Stars (Chronicle of the Fallers #2),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345547225""","=""9780345547224""",5,4.43,Del Rey,Hardcover,720,2016,2016,2024/02/06,2023/12/04,,,read,,,,1,0
42087571,"Von einem, der auszog, das Fürchten zu lernen: Begegnungen mit besorgten Bürgern (German Edition)",Till Reiners,"Reiners, Till",,"=""3644400377""","=""9783644400375""",0,3.69,Rowohlt Taschenbuch,Kindle Edition,260,2016,,,2024/01/24,to-read,to-read (#116),to-read,,,,0,0
60211,"The Shadow of the Torturer (The Book of the New Sun, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0671540661""","=""9780671540661""",0,3.84,Pocket,Paperback,262,1984,1980,,2024/01/16,to-read,to-read (#115),to-read,,,,0,0
25807691,Working for Bigfoot (The Dresden Files #11.4),Jim  Butcher,"Butcher, Jim",Vincent Chong,"=""1596067314""","=""9781596067318""",0,4.29,Subterranean Press,ebook,136,2015,2014,,2024/01/07,to-read,to-read (#114),to-read,,,,0,0
35820369,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,"Brusatte, Steve",,"=""0062490427""","=""9780062490421""",0,4.21,Mariner Books,Hardcover,404,2018,2018,,2024/01/07,to-read,to-read (#113),to-read,,,,0,0
20697413,The Abyss Beyond Dreams (Chronicle of the Fallers #1),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345547195""","=""9780345547194""",5,4.21,Del Rey,Hardcover,640,2014,2014,2024/01/07,2023/12/04,,,read,,,,1,0
60149532,"Killers of a Certain Age (Killers of a Certain Age, #1)",Deanna Raybourn,"Raybourn, Deanna",,"=""0593200683""","=""9780593200681""",0,3.86,Berkley,Hardcover,368,2022,2022,,2023/12/15,to-read,to-read (#112),to-read,,,,0,0
45248,Misspent Youth (Commonwealth Universe #0.5),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0330480227""","=""9780330480222""",3,3.38,Pan Macmillan,Paperback,439,2002,2002,2023/12/13,2023/12/04,,,read,,,,1,0
7438179,"The Evolutionary Void (Void, #3)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345496574""","=""9780345496577""",4,4.28,Del Rey,Hardcover,694,2010,2009,2023/12/07,2023/08/11,,,read,,,,1,0
55401,"Deadhouse Gates (Malazan Book of the Fallen, #2)",Steven Erikson,"Erikson, Steven",,"=""0765310023""","=""9780765310026""",5,4.27,Tor Books,Hardcover,604,2005,2000,2017/01/01,2018/07/08,,,read,,,,2,0
3437328,The Temporal Void (Void #2),Peter F. Hamilton,"Hamilton, Peter F.",,"=""1405088834""","=""9781405088831""",4,4.24,Macmillan,Hardcover,746,2008,2008,2023/10/25,2023/08/11,,,read,,,,1,0
866136,"The Dreaming Void (Void, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""0345496531""","=""9780345496539""",4,4.18,Del Rey,Hardcover,630,2008,2007,2023/09/17,2023/08/11,,,read,,,,1,0
45244,"Judas Unchained (Commonwealth Saga, #2)",Peter F. Hamilton,"Hamilton, Peter F.",Marta García Martínez,"=""0345461665""","=""9780345461667""",5,4.30,Del Rey,Hardcover,827,2006,2005,2023/08/11,2023/07/24,,,read,,,,1,0
45252,"Pandora's Star (Commonwealth Saga, #1)",Peter F. Hamilton,"Hamilton, Peter F.",Marta García Martínez,"=""0345461622""","=""9780345461629""",4,4.23,Del Rey,Hardcover,768,2005,2004,2023/07/24,2023/03/29,,,read,,,,1,0
44439416,Chapterhouse: Dune (Dune #6),Frank Herbert,"Herbert, Frank",,"=""0593098277""","=""9780593098271""",4,3.88,Ace,Paperback,609,2019,1985,2023/05/24,2023/04/17,,,read,,,,1,0
44492287,"Heretics of Dune (Dune, #5)",Frank Herbert,"Herbert, Frank",,"=""0593098269""","=""9780593098264""",4,3.86,Ace,Paperback,669,2019,1984,2023/04/17,2023/04/04,,,read,,,,1,0
668860,"The Second Generation (Dragonlance: The Second Generation, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,"=""0786902604""","=""9780786902606""",0,3.70,"TSR, Inc.",Paperback,440,1995,1995,,2020/04/19,to-read,to-read (#111),to-read,,,,0,0
20871473,ZERO,Marc Elsberg,"Elsberg, Marc",Marcus Rafelsberger,"=""3764504927""","=""9783764504922""",4,3.70,Blanvalet Verlag ,Hardcover,480,2014,2014,2022/08/23,2022/08/11,,,read,,,,1,0
44439415,God Emperor of Dune (Dune #4),Frank Herbert,"Herbert, Frank",,"=""0593098250""","=""9780593098257""",4,3.88,Ace,Paperback,587,2019,1981,2023/03/26,2023/04/04,,,read,,,,1,0
44492286,"Children of Dune (Dune, #3)",Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",4,3.96,Ace,Paperback,609,2019,1976,2023/03/05,2023/01/22,,,read,,,,1,0
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",0,4.17,Bantam,Hardcover,244,2004,1951,,2023/03/29,to-read,to-read (#110),to-read,,,,0,0
3904885,"The Cardinal's Blades (The Cardinal's Blades, #1)",Pierre Pevel,"Pevel, Pierre","Jon Sullivan, Tom Clegg","=""0575084383""","=""9780575084384""",0,3.59,Gollancz,Paperback,384,2009,2007,,2023/03/29,to-read,to-read (#109),to-read,,,,0,0
35921,"On Basilisk Station (Honor Harrington, #1)",David Weber,"Weber, David",,"=""1416509372""","=""9781416509370""",0,4.13,Baen,Mass Market Paperback,464,2005,1993,,2023/03/29,to-read,to-read (#108),to-read,,,,0,0
40969531,"A Winter's Promise (The Mirror Visitor, #1)",Christelle Dabos,"Dabos, Christelle",Hildegarde Serle,"=""1787701425""","=""9781787701427""",0,4.02,Europa Editions,Kindle Edition,446,2018,2013,,2023/03/29,to-read,to-read (#107),to-read,,,,0,0
230553,The Assassins: A Radical Sect in Islam,Bernard Lewis,"Lewis, Bernard",,"=""184212451X""","=""9781842124512""",0,3.73,Weidenfeld & Nicholson,Hardcover,166,2003,1967,,2023/01/22,to-read,to-read (#106),to-read,,,,0,0
44492285,"Dune Messiah (Dune, #2)",Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",2,3.89,Ace,Mass Market Paperback,336,2019,1969,2023/01/10,2022/12/06,,,read,,,,1,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""""","=""""",3,4.28,Ace,Hardcover,658,2019,1965,2022/12/06,2022/10/26,,,read,,,,1,0
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",5,4.10,W. W. Norton & Company,Paperback,301,2018,2017,2022/10/26,2022/10/22,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",5,4.26,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,2022/10/22,2022/10/08,,,read,,,,1,0
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",0,4.13,William Morrow Paperbacks,Paperback,176,2006,2002,,2022/10/07,to-read,to-read (#105),to-read,,,,0,0
60144955,"The Ink Black Heart (Cormoran Strike, #6)",Robert Galbraith,"Galbraith, Robert",,"=""0316473537""","=""9780316473538""",4,4.12,Mulholland Books,Hardcover,1391,2022,2022,2022/10/05,2022/09/26,,,read,,,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",4,4.02,William Morrow Books,Hardcover,181,2013,2013,2022/09/27,2018/07/08,,,read,,,,1,0
2744,Anansi Boys,Neil Gaiman,"Gaiman, Neil",,"=""0060515198""","=""9780060515195""",4,4.04,HarperCollins HarperTorch,Mass Market Paperback,387,2006,2005,2022/09/26,2022/09/13,,,read,,,,1,0
18245822,"The Monarch of the Glen (American Gods, #1.1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,3.84,,ebook,128,2006,2006,2022/09/15,2022/09/12,,,read,,,,1,0
31199023,"Black Dog (American Gods, #1.2)",Neil Gaiman,"Gaiman, Neil",,"=""1472235444""","=""9781472235442""",0,4.12,Headline Book Publishing,Hardcover,96,2016,2016,,2022/09/13,to-read,to-read (#104),to-read,,,,0,0
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.11,William Morrow,Kindle Edition,635,2011,2001,2022/09/12,2022/08/22,,,read,,,,1,0
42900772,GIER - Die Welt steht am Abgrund. Wie weit willst du gehen?,Marc Elsberg,"Elsberg, Marc",,"=""3764506326""","=""9783764506322""",3,3.58,Blanvalet Verlag,Hardcover,450,2019,2019,,2022/08/22,,,read,,,,1,0
31790529,Helix – Sie werden uns ersetzen,Marc Elsberg,"Elsberg, Marc",,"=""3764505648""","=""9783764505646""",0,3.75,Blanvalet,Hardcover,648,2016,2016,,2022/08/11,,,read,,,,1,0
13113378,Blackout. Morgen ist es zu spät,Marc Elsberg,"Elsberg, Marc",,"=""""","=""9783764504458""",0,4.00,Blanvalet,Hardcover,800,2012,2012,2022/08/11,2022/07/25,,,read,,,,1,0
587582,Queen of Sorcery (The Belgariad #2),David Eddings,"Eddings, David",,"=""0345335651""","=""9780345335654""",0,4.15,Del Rey,Mass Market Paperback,326,1982,1982,,2022/07/01,to-read,to-read (#103),to-read,,,,0,0
44688,Magician's Gambit (The Belgariad #3),David Eddings,"Eddings, David",,"=""0345335457""","=""9780345335456""",0,4.15,Del Rey,Mass Market Paperback,305,1983,1983,,2022/07/01,to-read,to-read (#102),to-read,,,,0,0
645023,Castle of Wizardry (The Belgariad #4),David Eddings,"Eddings, David",,"=""0345335708""","=""9780345335708""",0,4.17,Del Rey,Mass Market Paperback,375,1984,1984,,2022/07/01,to-read,to-read (#101),to-read,,,,0,0
44687,Enchanters' End Game (The Belgariad #5),David Eddings,"Eddings, David",,"=""0345300785""","=""9780345300782""",0,4.19,Del Rey,Mass Market Paperback,384,1984,1984,,2022/07/01,to-read,to-read (#100),to-read,,,,0,0
44659,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"Eddings, David",,"=""0345468643""","=""9780345468642""",0,4.16,Del Rey,Paperback,304,2004,1982,,2022/07/01,to-read,to-read (#99),to-read,,,,0,0
51807232,"Troubled Blood (Cormoran Strike, #5)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""0751579939""","=""9780751579932""",5,4.38,Sphere,Hardcover,944,2020,2020,2022/06/27,2022/06/13,,,read,,,,1,0
53334386,Thomilin und sein Weib,Helen Liebendï¿½rfer,"Liebendï¿½rfer, Helen",,"=""3724523599""","=""9783724523598""",0,5.00,FisicalBook,Paperback,0,2019,,2022/06/27,2022/06/25,,,read,,,,1,0
27829160,Medikus,Noah Gordon,"Gordon, Noah",,"=""""","=""""",0,4.41,Narodna knjiga Alfa,Hardcover,559,2005,1986,,2022/06/25,to-read,to-read (#98),to-read,,,,0,0
1460000,In Stahlgewittern.,Ernst Jünger,"Jünger, Ernst",,"=""360895208X""","=""9783608952087""",0,4.14,Klett-Cotta,Hardcover,324,2001,1920,,2022/06/24,to-read,to-read (#97),to-read,,,,0,0
11566,The Green Mile,Stephen        King,"King, Stephen",,"=""0451933028""","=""9780451933027""",0,4.48,Penguin Signet,Paperback,592,1996,1996,,2022/06/24,to-read,to-read (#96),to-read,,,,0,0
7278752,Dolores Claiborne,Stephen        King,"King, Stephen",,"=""1101138173""","=""9781101138175""",0,3.93,Signet,Kindle Edition,388,2009,1992,,2022/06/24,to-read,to-read (#95),to-read,,,,0,0
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.19,Nan A. Talese,Hardcover,422,2019,2019,2022/06/13,2022/06/12,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.14,Anchor Books,Paperback,311,1998,1985,2022/06/12,2021/08/21,,,read,,,,1,0
140671,"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,"Cook, Glen",,"=""""","=""""",0,3.93,Tor Fantasy,Mass Market Paperback,319,1992,1984,,2022/06/11,to-read,to-read (#94),to-read,,,,0,0
10381195,"Moon Over Soho (Rivers of London, #2)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097604""","=""9780575097605""",0,4.08,Gollancz,Hardcover,375,2011,2011,,2019/12/02,to-read,to-read (#93),to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",4,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2021/08/21,,,read,,,,1,0
23106013,"Battle Ground (The Dresden Files, #17)",Jim  Butcher,"Butcher, Jim",,"=""0593199308""","=""9780593199305""",4,4.42,Ace,Hardcover,418,2020,2020,2022/06/09,2022/05/22,,,read,,,,1,0
49381341,"Peace Talks (The Dresden Files, #16)",Jim  Butcher,"Butcher, Jim",,"=""0451464419""","=""9780451464415""",4,4.22,Ace,Hardcover,340,2020,2020,2022/05/26,2022/05/22,,,read,,,,1,0
7743175,"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325950""","=""9780765325952""",5,4.57,Tor Books,Hardcover,912,2013,2013,2022/05/22,2018/07/08,,,read,,,,2,0
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325942""","=""9780765325945""",5,4.48,Tom Doherty Associates TOR Fantasy,Hardcover,863,2010,2010,2022/05/05,2018/07/08,,,read,,,,3,0
1166599,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765302306""","=""9780765302304""",5,4.43,Tor Books,Hardcover,824,2009,2009,2022/04/24,2018/07/08,,,read,,,,2,0
13888,"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,"Jordan, Robert",,"=""0812577566""","=""9780812577563""",5,4.20,Tom Doherty Associates,Mass Market Paperback,860,2006,2005,2022/04/18,2018/07/08,,,read,,,,2,0
113435,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,"Jordan, Robert",,"=""0312864590""","=""9780312864590""",4,3.78,Tor Fantasy,Hardcover,704,2003,2003,2022/04/06,2018/07/08,,,read,,,,2,0
13891,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,"Jordan, Robert",,"=""081257558X""","=""9780812575583""",5,3.97,Tor Fantasy,Mass Market Paperback,780,2002,2000,2022/03/17,2018/07/08,,,read,,,,2,0
140974,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,"=""0812550293""","=""9780812550290""",4,3.93,Tor Books,Mass Market Paperback,685,1999,1998,2022/03/04,2018/07/08,,,read,,,,2,0
13890,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan,"Jordan, Robert",,"=""0812550285""","=""9780812550283""",4,4.06,Tor Books,Mass Market Paperback,880,1997,1996,2022/02/21,2018/07/08,,,read,,,,3,0
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""0812513754""","=""9780812513752""",4,4.19,Tom Doherty Associates,Mass Market Paperback,1011,1995,1994,2022/02/10,2018/07/08,,,read,,,,3,0
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""1857232097""","=""9781857232097""",5,4.20,Orbit,Paperback,912,1994,1993,2022/01/22,2018/07/08,,,read,,,,3,0
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""0812513738""","=""9780812513738""",5,4.28,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,2022/01/06,2018/07/08,,,read,,,,3,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2021/12/18,to-read,to-read (#92),to-read,,,,0,0
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",5,4.28,Tor Fantasy,Mass Market Paperback,624,2002,1991,2021/12/17,2018/07/08,,,read,,,,3,0
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",5,4.27,Tor,Mass Market Paperback,705,1991,1990,2021/11/30,2018/07/08,,,read,,,,2,0
50036002,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""1857230760""","=""9781857230765""",5,4.19,Orbit,Paperback,832,1991,1990,2021/11/15,2021/11/03,,,read,,,,1,0
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061142026""","=""9780061142024""",0,4.10,Harper Perennial,Paperback,248,2006,1999,,2021/11/13,to-read,to-read (#91),to-read,,,,0,0
187065,"New Spring (The Wheel of Time, #0)",Robert Jordan,"Jordan, Robert",,"=""1841492612""","=""9781841492612""",5,4.07,Orbit,Paperback,423,2004,2004,,2018/05/28,,,read,,,,2,0
2485836,"Return of the Crimson Guard (Novels of the Malazan Empire, #2)",Ian C. Esslemont,"Esslemont, Ian C.",,"=""0593058097""","=""9780593058091""",4,4.04,Bantam Press,Hardcover,702,2008,2008,2018/10/11,2018/07/08,,,read,,,,2,0
459064,"Reaper's Gale (Malazan Book of the Fallen, #7)",Steven Erikson,"Erikson, Steven",,"=""0593046315""","=""9780593046319""",5,4.39,Bantam Press,Hardcover,1280,2007,2007,2017/01/01,2018/07/08,,,read,,,,2,0
21412673,"Prince Lestat (The Vampire Chronicles, #11)",Anne Rice,"Rice, Anne",,"=""0307962520""","=""9780307962522""",0,3.84,Alfred A. Knopf,Hardcover,458,2014,2014,,2021/08/21,,,read,,,,1,0
31331,"Blood Canticle (The Vampire Chronicles, #10)",Anne Rice,"Rice, Anne",,"=""0099460173""","=""9780099460176""",0,3.74,Arrow,Paperback,400,2004,2003,,2021/08/21,,,read,,,,1,0
31338,"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,"Rice, Anne",,"=""096319254X""","=""9780963192547""",0,3.76,B E Trice Pub,Hardcover,354,1999,1995,,2021/08/21,,,read,,,,1,0
9804779,"Taltos (Lives of the Mayfair Witches, #3)",Anne Rice,"Rice, Anne",,"=""""","=""""",0,3.82,Ballantine Books,Kindle Edition,533,2010,1994,,2021/08/21,,,read,,,,1,0
31340,"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice,"Rice, Anne",,"=""0099471434""","=""9780099471431""",0,3.88,Arrow Books,Paperback,896,2004,1993,,2021/08/21,,,read,,,,1,0
31332,"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,"Rice, Anne",,"=""0345434803""","=""9780345434807""",0,3.80,Ballantine Books,Mass Market Paperback,457,2000,1998,,2021/08/21,,,read,,,,1,0
31336,"The Tale of the Body Thief (The Vampire Chronicles, #4)",Anne Rice,"Rice, Anne",,"=""0345419634""","=""9780345419637""",0,3.76,Ballantine Books,Paperback,464,2005,1992,,2021/08/21,,,read,,,,1,0
11901,"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,"Rice, Anne",,"=""0099471426""","=""9780099471424""",0,4.10,Arrow,Paperback,1207,2004,1990,,2021/08/21,,,read,,,,1,0
43758,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,"Rice, Anne",,"=""0345419626""","=""9780345419620""",0,3.92,Ballantine Books,Paperback,448,1997,1988,,2021/08/21,,,read,,,,1,0
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,"=""0007202326""","=""9780007202324""",0,4.01,HarperCollins Publishers,Paperback,288,2005,1956,,2021/08/21,,,read,,,,1,0
65641,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""""","=""""",0,3.96,HarperCollins,Paperback,243,2008,1953,,2021/08/21,,,read,,,,1,0
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""006112527X""","=""9780061125270""",0,4.09,HarperCollins,Hardcover,248,2006,1952,,2021/08/21,,,read,,,,1,0
